date,RC60,HV60,AVG_SIGMA
2016-03-11,1.9280828252223245,2.6927075269910037,2.3927869734871763
2016-03-14,1.9238682525456337,2.6941564058042715,2.3977594787155496
2016-03-15,1.9116618646648962,2.611317812339,2.3157086977816905
2016-03-16,1.9007033075300124,2.632496748761387,2.343519036972067
2016-03-17,1.8779590515314246,2.6323644361287606,2.3588467452552266
2016-03-18,1.8633830834898624,2.6147778768219934,2.348479625469672
2016-03-21,1.8532716468576589,2.6713189428220336,2.4236539670839097
2016-03-22,1.8438305517962734,2.5725015577655754,2.3397008160564186
2016-03-23,1.8791852834917626,2.573442151602436,2.3288602930028657
2016-03-24,1.8845166013263333,2.591986730294619,2.345981018129375
2016-03-25,1.912101341811735,2.594463693141375,2.3315201869655207
2016-03-28,1.9071166725704294,2.5989762977774307,2.3367199556471365
2016-03-29,1.866445471546888,2.5135763334447194,2.272132292288892
2016-03-30,1.8937632101351052,2.5655198720381804,2.3165781562178718
2016-03-31,1.9192005899182556,2.565383404643211,2.382037690701525
2016-04-01,1.9275321437823945,2.569303230132943,2.385975458892588
2016-04-05,1.7664245610190599,2.189240232917516,2.069336762172717
2016-04-06,1.7614584535018565,2.18424471726759,2.062107008207141
2016-04-07,1.7770695524574458,2.179586971003083,2.0391506395760883
2016-04-08,1.6181571217428288,1.80449083877029,1.6905299693879376
2016-04-11,1.6139227435495545,1.7839279276769473,1.660442983930965
2016-04-12,1.5270469200621835,1.5497555318370462,1.446258042496277
2016-04-13,1.5414558375703797,1.564807602442071,1.457033850321946
2016-04-14,1.5483106342064248,1.5473936092380214,1.4272275422718188
2016-04-15,1.533728998380704,1.5306382489190247,1.4062155277034152
2016-04-18,1.495214512677211,1.4431536808047332,1.3191236284927597
2016-04-19,1.504504091667478,1.4432537754799228,1.314641436741561
2016-04-20,1.4586074024328664,1.353259934398818,1.2261693703195256
2016-04-21,1.441362546840072,1.3098881054635916,1.1860443118185802
2016-04-22,1.4040182816925315,1.241869121907589,1.1232868011440542
2016-04-25,1.3990317392968337,1.234174906398141,1.1153979616293128
2016-04-26,1.4008118693264557,1.2350236549398053,1.1157673302913909
2016-04-27,1.1454745448776793,0.7999268421081637,0.7257008778060907
2016-04-28,1.1727650010379844,0.8012182005402574,0.703944691556081
2016-04-29,1.169027084785167,0.7315613579705074,0.5503238130007082
2016-05-03,1.102316641667411,0.6187241985674544,0.4440133742467345
2016-05-04,1.0707372903023964,0.5620607076084521,0.3906608334293854
2016-05-05,1.0496274407966413,0.528604107895416,0.35653508338321227
2016-05-06,1.1039739375843896,0.5914153963484085,0.4029248955093952
2016-05-09,1.1102701441047518,0.6217967455386408,0.4436855884443505
2016-05-10,1.12176952978511,0.6191010709684002,0.42374315311118693
2016-05-11,1.1190756110370164,0.6029414403358542,0.4053317421425219
2016-05-12,1.0288430319119128,0.5045392336387211,0.3287444292856258
2016-05-13,1.0423094425146577,0.5022294612653563,0.31383483536906737
2016-05-16,1.0414111642832788,0.5017331219020008,0.313517024007506
2016-05-17,1.0487639734141991,0.5026788261849294,0.30953213335836327
2016-05-18,0.9740172266682268,0.41348768404551756,0.2379654036014822
2016-05-19,0.9616246421624434,0.3913471781561067,0.2234689057489955
2016-05-20,0.969005642496271,0.3893153263726541,0.215752889113016
2016-05-23,0.5536127903331524,-0.13689346443644543,-0.2472055989966449
2016-05-24,0.5385329946341615,-0.14398718548413134,-0.25585770731561
2016-05-25,0.5866337462082434,-0.151518420257336,-0.3082576782803879
2016-05-26,0.5877109604746191,-0.18648106675352683,-0.35860940930427887
2016-05-27,0.3771624336061605,-0.422120012523913,-0.5721320808494087
2016-05-30,0.38629459928622184,-0.41309282197860836,-0.5717187659737519
2016-05-31,0.37025104063039554,-0.45433583710108133,-0.6147947676559612
2016-06-01,0.39257913532639915,-0.45153023878835014,-0.6299620260562204
2016-06-02,0.40842053987866694,-0.453739615961977,-0.6426078654559422
2016-06-03,0.44813094914034757,-0.4448188813842833,-0.6473850063579801
2016-06-06,0.2924440604054239,-0.561881082995715,-0.7452860069273559
2016-06-07,0.4127360451354772,-0.5651683522275082,-0.7926185714780475
2016-06-08,0.4696666260956052,-0.564983922897905,-0.820470242493074
2016-06-13,0.6158242606482243,-0.4727228854639742,-0.7649937514574785
2016-06-14,0.6194720297161914,-0.527040196449722,-0.84072973570826
2016-06-15,0.6959866509588764,-0.520552444941448,-0.8644720412993441
2016-06-16,0.7233175283427214,-0.5193902572426786,-0.8786654668999417
2016-06-17,0.7576035340560444,-0.6513328274580283,-1.0438316550184021
2016-06-20,0.8213798515967132,-0.6678346891489763,-1.0932217305971155
2016-06-21,0.828333869258344,-0.6682227581393809,-1.0993121909672847
2016-06-22,0.7869177763669085,-0.7295913037604834,-1.16481909018838
2016-06-23,0.7831021367331147,-0.7322351859467453,-1.1711989332608177
2016-06-24,0.7899158602165014,-0.7217219480355069,-1.176255026773256
2016-06-27,0.8006153393359298,-0.7128153733456778,-1.1745450128828216
2016-06-28,0.5552688358349146,-0.8515471481646155,-1.278292049696986
2016-06-29,0.5714994075988713,-0.8251318571679439,-1.2458059595256932
2016-06-30,0.53632497145095,-0.8327095676790591,-1.1524828118135626
2016-07-01,0.5237827531917488,-0.840578286297627,-1.1626980174239585
2016-07-04,0.6052696386534472,-0.775362990749062,-1.107277120676349
2016-07-05,0.492932917960967,-0.8180506699207912,-1.1122258658728328
2016-07-06,0.46039209108636214,-0.8321820396639777,-1.1157608307505575
2016-07-07,0.41292816305208446,-0.8643885202865722,-1.1386587545640845
2016-07-08,0.42710265483379406,-0.8473534140221158,-1.1337000214564799
2016-07-11,0.3744310134958925,-0.8860662445505468,-1.1667575487004607
2016-07-12,0.5034236522992656,-0.7838792702099705,-1.0719592585182536
2016-07-13,0.5013338427384229,-0.7838923550118606,-1.053373933382828
2016-07-14,0.46065039816324277,-0.8143002694209702,-1.082247557015364
2016-07-15,0.4422330474739238,-0.8149506713379491,-1.0755683888584966
2016-07-18,0.43670094716923297,-0.818237969709794,-1.076262089223103
2016-07-19,0.49245868989923475,-0.8124508850792382,-1.0861320322716885
2016-07-20,0.4902071162585846,-0.8135976745105182,-1.0882990541851825
2016-07-21,0.5201997472902457,-0.8130840646034633,-1.1015538313680229
2016-07-22,0.5551869737159565,-0.7931146257562143,-1.086906336641562
2016-07-25,0.5448587371093765,-0.7987767743678764,-1.091188214541761
2016-07-26,0.5697691286989358,-0.7732030155445668,-1.0712024573871395
2016-07-27,0.5174987452669043,-0.7716164342664077,-1.0430679337665765
2016-07-28,0.484134903379736,-0.792471689115822,-1.045295693394762
2016-07-29,0.46246562569913935,-0.7900875485977291,-1.0354413021157598
2016-08-01,0.4331536418939941,-0.7869807282732442,-1.019848141735007
2016-08-02,0.25317718118645205,-0.905576089325202,-1.1106759835890252
2016-08-03,0.16114086483920378,-0.9812598909251894,-1.1975518109524865
2016-08-04,0.18600226206649356,-0.9807690295174101,-1.2129030922238497
2016-08-05,0.18313412197540418,-0.9814797283860963,-1.2187663147004293
2016-08-08,0.26412243492562576,-0.9776467121015412,-1.2334604941946192
2016-08-09,0.26699794634876994,-0.9724088174464813,-1.2275335191095118
2016-08-10,0.26587404393110925,-0.9712495879794418,-1.2259064296711029
2016-08-11,0.2364724554383112,-0.9743232347697925,-1.216343669424344
2016-08-12,0.45130171075126685,-0.8726214557969543,-1.1568628298858792
2016-08-15,0.6648934566405483,-0.6907522218521214,-1.0229475498126044
2016-08-16,0.6693497317668624,-0.6429225773886031,-0.964660022813368
2016-08-17,0.6777132709562776,-0.6413799600339771,-0.9606229396276466
2016-08-18,0.6364952087037508,-0.6531900170377428,-0.9626686249879248
2016-08-19,0.6039214091158187,-0.6533998954817579,-0.9379635296942687
2016-08-22,0.6043317339803417,-0.643046641890693,-0.9202543817671516
2016-08-23,0.5899855363256346,-0.6436568551911088,-0.9169054912429347
2016-08-24,0.5957426926252566,-0.6481534532320301,-0.9254353822693879
2016-08-25,0.3416919795102245,-0.8451871186002387,-1.1032021931401257
2016-08-26,0.31515455328772546,-0.8619393458532115,-1.1141760166539045
2016-08-29,0.28762115128739857,-0.8602065356213088,-1.0950995118055808
2016-08-30,0.2904406223862682,-0.8669324227155176,-1.1084828286057122
2016-08-31,0.2806112081723986,-0.881662202480619,-1.1107247854313687
2016-09-01,0.2777530609215618,-0.8718827167667756,-1.0937562837079395
2016-09-02,0.2677572248262898,-0.8718065843676993,-1.0951312224927405
2016-09-05,0.08612723859777703,-1.0243961010866125,-1.243829907490822
2016-09-06,0.0450004565025845,-1.028828420633595,-1.2395795080921312
2016-09-07,0.04133274111244578,-1.0342684914895013,-1.244306545876342
2016-09-08,0.03497700268096127,-1.0464069546133148,-1.2561259943251912
2016-09-09,0.03985771739613909,-1.042931486706269,-1.2515993246116237
2016-09-12,0.11285057228882135,-0.9881520441979095,-1.199652215285289
2016-09-13,0.10977422554504909,-0.9843080961497392,-1.1947966728645656
2016-09-14,0.12592822571794884,-0.9721600520940384,-1.1812580867269937
2016-09-19,0.12119282697940202,-0.9722969706517738,-1.1843591528751758
2016-09-20,0.07054907327113052,-1.0288458895259913,-1.2190189598478474
2016-09-21,0.05749969114445651,-1.0494509332506108,-1.2419868954413662
2016-09-22,0.07052024547692078,-1.042520753687298,-1.2407212387006645
2016-09-23,0.0608759389069161,-1.064507168630594,-1.2744166327032362
2016-09-26,0.14643960261943414,-1.0118104939012407,-1.2396748436339706
2016-09-27,0.1630390696607077,-1.0085305419058792,-1.2430763502586402
2016-09-28,0.08854547884072475,-1.0801343702452477,-1.310418769325402
2016-09-29,0.12467621387213598,-1.077524474860971,-1.337012442895608
2016-09-30,0.1614883036040908,-1.0775395012338569,-1.3682311700684542
2016-10-10,0.2330912551951295,-1.0404240409092713,-1.349249090215895
2016-10-11,0.19441657727762612,-1.0602154550803589,-1.3397106266662369
2016-10-12,0.2130288526564777,-1.0576473177036958,-1.3511797327092792
2016-10-13,0.005866422255697187,-1.1778506554811596,-1.4343795697218442
2016-10-14,0.01954703875322667,-1.1747417223807832,-1.4403055997944536
2016-10-17,0.06708600980198871,-1.15728095534678,-1.4346445462011226
2016-10-18,0.1389029420139936,-1.104835072403742,-1.3847355692947616
2016-10-19,0.23790352781424784,-1.1061196986013662,-1.4317610198623274
2016-10-20,0.2455186972476954,-1.1167512379204612,-1.4481130803704176
2016-10-21,0.24104835565189642,-1.1065636604117826,-1.4188863031962802
2016-10-24,0.28699273753083354,-1.0652007884411303,-1.366053151458851
2016-10-25,0.21813263448476103,-1.0927599275498445,-1.3718959992037436
2016-10-26,0.22667780279424923,-1.0862309368864531,-1.3547687739061278
2016-10-27,0.19865681051063586,-1.110910903184308,-1.378790617193275
2016-10-28,0.24718999526029425,-1.1164352413978802,-1.410913338011284
2016-10-31,0.24693455999980893,-1.1233747723642225,-1.4144221242045563
2016-11-01,0.24695063786038549,-1.122450963714436,-1.4191239021830666
2016-11-02,0.3122448632340995,-1.1039207389897654,-1.4202409644944392
2016-11-03,0.33764524866986506,-1.0631698879412017,-1.3676567250659744
2016-11-04,0.32514574773824084,-1.0637086808973544,-1.3613747250316377
2016-11-07,0.32221527615507534,-1.064288544822166,-1.3594216235655932
2016-11-08,0.32553829124448436,-1.064180585159052,-1.350249378313714
2016-11-09,0.36008135684483744,-1.046189330577599,-1.340168044768891
2016-11-10,0.38096791377713474,-1.0275354130294114,-1.318427066038309
2016-11-11,0.34020385044102075,-1.0158560805300474,-1.285548736321291
2016-11-14,0.35111905998077253,-1.014667139720345,-1.2811593094624778
2016-11-15,0.1873889158139438,-1.121722760789295,-1.3585764478678355
2016-11-16,-0.21088391638764684,-1.3773577240766472,-1.5471631254043234
2016-11-17,-0.31271401325085735,-1.4383619309711366,-1.6133645358199216
2016-11-18,-0.32223299050482784,-1.4328317439838008,-1.598833829235033
2016-11-21,-0.275875676369687,-1.395371034756286,-1.5524348362406872
2016-11-22,-0.2421746693047124,-1.3785834901753913,-1.5513247078687349
2016-11-23,-0.30689754592716506,-1.3902666328138051,-1.5484313576942754
2016-11-24,-0.3205286812761578,-1.3883942356676393,-1.5333602337752397
2016-11-25,-0.2853695976137411,-1.367155132754812,-1.514868544018647
2016-11-28,-0.35413941526741366,-1.3761329791408148,-1.4848846553554622
2016-11-29,-0.3290894070219551,-1.3091037670684373,-1.4090919138823876
2016-11-30,-0.300480840652321,-1.27704797205968,-1.335929819720349
2016-12-01,-0.33614064602017746,-1.2760484560438905,-1.3002683068347947
2016-12-02,-0.3643214308027126,-1.2600446235856086,-1.257999644434588
2016-12-05,-0.40725698133561045,-1.1692292866905172,-1.1416892819853248
2016-12-06,-0.42253571050384187,-1.1678790256586706,-1.1278173311828081
2016-12-07,-0.4411177685864185,-1.166837728274931,-1.118271306961088
2016-12-08,-0.49506723660875607,-1.1669367833313407,-1.0894926411387849
2016-12-09,-0.49715931596653984,-1.122058414465035,-1.035762356241278
2016-12-12,-0.5310406699885638,-1.0859267912045782,-0.9790268716821892
2016-12-13,-0.5397383217001307,-1.0771483834518667,-0.9495939850336244
2016-12-14,-0.6639679394587504,-1.1247370840514235,-0.9643216562237176
2016-12-15,-0.440478501786561,-0.9848815510086086,-0.8394610051520555
2016-12-16,-0.4599701534507302,-0.9999828031649746,-0.8511565029420209
2016-12-19,-0.44971415872043474,-0.998435372149879,-0.8502821638550057
2016-12-20,-0.45456309926708643,-0.9917773261564852,-0.8364296907232304
2016-12-21,-0.4524497080565918,-0.9787276137364509,-0.8123009464744093
2016-12-22,-0.46919808111153544,-0.9841430752797579,-0.8092569587125438
2016-12-23,-0.4535009122341819,-0.9743506581706313,-0.8017797505875055
2016-12-26,-0.5036867153019045,-1.0175706553485737,-0.8341067060747265
2016-12-27,-0.5015863322525291,-1.0156204151958286,-0.8311384791141905
2016-12-28,-0.5047886379208925,-1.0161801693467454,-0.8299641141898512
2016-12-29,-0.5147129562269315,-1.0182021042224239,-0.826188303374146
2016-12-30,-0.5207398344302815,-1.0129083922003745,-0.7502220924937762
2017-01-03,-0.5439034878725201,-1.0262373353787926,-0.7645143175833354
2017-01-04,-0.5348947223122748,-1.0194244044574479,-0.7679350943652344
2017-01-05,-0.552177698390583,-1.0251425530097624,-0.762649947744135
2017-01-06,-0.5287130200527027,-1.0125053154095516,-0.758984602326573
2017-01-09,-0.5289319568841954,-1.0115602099684051,-0.7626896139251289
2017-01-10,-0.5638101889452769,-1.0286173241188512,-0.7674736116378463
2017-01-11,-0.6167559316971627,-1.0645598575582051,-0.7938597088814785
2017-01-12,-0.6176747620948667,-1.0627536037973306,-0.790855077216121
2017-01-13,-0.607244664522704,-1.0559565273418088,-0.7846264466899193
2017-01-16,-0.5448931954490032,-1.0300376539188996,-0.7704101998832726
2017-01-17,-0.5979254264946603,-1.0719181919114582,-0.8109557005220879
2017-01-18,-0.5842140476847776,-1.0662901419786972,-0.8173243792909985
2017-01-19,-0.5818175752512218,-1.0678677653097435,-0.8266107089591651
2017-01-20,-0.5730412456281926,-1.0657425733744879,-0.8272482195203738
2017-01-23,-0.5674301232439152,-1.065814837989076,-0.8370828521592337
2017-01-24,-0.5822826030846252,-1.0664813226743128,-0.835888830770476
2017-01-25,-0.5902513775141673,-1.0726376673611233,-0.8405140506449503
2017-01-26,-0.6061229295821841,-1.0956335746502648,-0.8637766683123674
2017-02-03,-0.6086433552759393,-1.1037873231730313,-0.885409901567311
2017-02-06,-0.6076052021906047,-1.1038215168903003,-0.8922355242159957
2017-02-07,-0.6008560002009596,-1.1016694374052676,-0.8944363456322701
2017-02-08,-0.6027297109575607,-1.0995263648519469,-0.8932896222056694
2017-02-09,-0.6345998916772118,-1.1187756392129409,-0.9190887905226881
2017-02-10,-0.6764600075262273,-1.144421252795118,-0.9441506218797671
2017-02-13,-0.6505872754326136,-1.1570051875815013,-0.9958777714836177
2017-02-14,-0.6381768888443459,-1.1583519776343563,-1.0204889422844592
2017-02-15,-0.6712185074704415,-1.1614903277314748,-1.011713772224297
2017-02-16,-0.6794789955265015,-1.1610724232461926,-1.0037372474184239
2017-02-17,-0.6679946361097747,-1.1510392142746155,-0.9986693007609574
2017-02-20,-0.5941310980644565,-1.109537875710334,-0.9897948697163533
2017-02-21,-0.6069673700819028,-1.1467438932766552,-1.0227434414014456
2017-02-22,-0.6232957056579116,-1.1632106816227208,-1.0494386944408656
2017-02-23,-0.5819401244709864,-1.1589016594362003,-1.0647893327708062
2017-02-24,-0.5797006403372336,-1.1620911339630515,-1.0620353331321128
2017-02-27,-0.5873675848410478,-1.1760717799021034,-1.081332910904608
2017-02-28,-0.5418735924986419,-1.1809460229758324,-1.1230618001036026
2017-03-01,-0.5691957957844441,-1.2622409849158094,-1.2150129767588849
2017-03-02,-0.5649122496368053,-1.2716535780034246,-1.2477488066178495
2017-03-03,-0.5424569863131442,-1.278598554519502,-1.2845123769829627
2017-03-06,-0.5001919114740482,-1.2876916936115572,-1.3379895808122246
2017-03-07,-0.454875297911967,-1.3797738419698984,-1.495523344909668
2017-03-08,-0.43700959618200536,-1.3819642667961125,-1.5055298219601474
2017-03-09,-0.41699738909904616,-1.37870729488657,-1.5123852864431102
2017-03-10,-0.3442529408735511,-1.3763075880673663,-1.5418003420279345
2017-03-13,-0.35276325074147236,-1.4256758688234303,-1.5899223540998881
2017-03-14,-0.29954965214718077,-1.4596730645277045,-1.6738893337434613
2017-03-15,-0.2679435575963647,-1.4714276127332389,-1.7077027441867265
2017-03-16,-0.20529946994122278,-1.472287021493358,-1.746430135836095
2017-03-17,-0.3456486510592913,-1.6203390017326267,-1.8626201080355231
2017-03-20,-0.3794099975065867,-1.6250873381484083,-1.8378805285816435
2017-03-21,-0.4319755981016281,-1.6333055021715501,-1.8234914076449096
2017-03-22,-0.38482705364490566,-1.617317853599948,-1.8092419643715498
2017-03-23,-0.41367612465351855,-1.634668085224394,-1.8309612352548077
2017-03-24,-0.40086130596035535,-1.616147924196938,-1.8060833786334898
2017-03-27,-0.4780086698492697,-1.6330224543162402,-1.835145617071601
2017-03-28,-0.4813865997448239,-1.6443732616669238,-1.8522832555554722
2017-03-29,-0.5002309191738429,-1.6488643569177586,-1.8517840854416268
2017-03-30,-0.5184702040771549,-1.654509942451394,-1.8525434227579707
2017-03-31,-0.5541123424816723,-1.644938159681544,-1.8369693635004387
2017-04-05,-0.5379401126583241,-1.6147673660290927,-1.8094050821046423
2017-04-06,-0.616580943657193,-1.6429189223074745,-1.8155471653730555
2017-04-07,-0.6626923027232066,-1.6554696971229665,-1.820797416546621
2017-04-10,-0.6393202406384436,-1.6479067131926703,-1.8222141613421237
2017-04-11,-0.6877315485107319,-1.6648368911132048,-1.8097699783041976
2017-04-12,-0.7164154701260594,-1.6688611052925992,-1.8027878943709255
2017-04-13,-0.6922466392249488,-1.6620582863058526,-1.8116911945258938
2017-04-14,-0.6887478746758096,-1.6617138137461667,-1.826625042797591
2017-04-17,-0.6884754578975802,-1.6645512680245085,-1.8326419952338657
2017-04-18,-0.6697966901272533,-1.6424003490537198,-1.8025032517585309
2017-04-19,-0.7955754334073744,-1.697411999251263,-1.8346431185935934
2017-04-20,-0.8271057740481154,-1.6931071782736442,-1.8166278640795457
2017-04-21,-0.850117550578701,-1.6954887800430911,-1.7941196945925175
2017-04-24,-0.8920067447707448,-1.6977768352387475,-1.7610396299846252
2017-04-25,-0.9384415379099901,-1.7090071233459292,-1.7354785122700498
2017-04-26,-1.0594468575702094,-1.7090041037419903,-1.6956094095228185
2017-04-27,-1.0494517316357475,-1.7071866093296886,-1.6927351844802194
2017-04-28,-1.0997341911826246,-1.7088030078216434,-1.6812751615506896
2017-05-02,-1.0968861097914693,-1.7034319608907504,-1.6721153833819897
2017-05-03,-1.1652196727324344,-1.745026933923432,-1.6927527574058863
2017-05-04,-1.1669422989590295,-1.745091807422181,-1.689974015971792
2017-05-05,-1.199717938957657,-1.7464876428751417,-1.6791972043499692
2017-05-08,-1.2053422192016097,-1.750681485148158,-1.677431759875596
2017-05-09,-1.215666719161703,-1.7499591886846984,-1.6720847817382545
2017-05-10,-1.3264826860974848,-1.7586023466731333,-1.635343987842924
2017-05-11,-1.3218976275405498,-1.7508937385565257,-1.6257397601193664
2017-05-12,-1.1999193598006013,-1.6488108005129383,-1.5580360937597764
2017-05-15,-1.1897461798790703,-1.6461198399076695,-1.5567070523300635
2017-05-16,-1.1960306504803044,-1.6475646054629989,-1.5564194083285205
2017-05-17,-1.1843876635138106,-1.6388520571130079,-1.554080981603054
2017-05-18,-1.3164865769196914,-1.7092666586679284,-1.5640984794216253
2017-05-19,-1.3150664361206732,-1.7056729468272556,-1.5510326969986195
2017-05-22,-1.3249408674845407,-1.674161245583068,-1.517410203837343
2017-05-23,-1.25250233519449,-1.6166024622221176,-1.4696317388244509
2017-05-24,-1.2518213263892903,-1.6154488401793705,-1.4821844256068848
2017-05-25,-1.0313770361314025,-1.3793984423177739,-1.3253229081867337
2017-05-26,-1.0442190944310286,-1.3786315959853992,-1.3183847238458906
2017-05-31,-1.0021149850629456,-1.3765660351994824,-1.3392351104584694
2017-06-01,-1.026976998756724,-1.3859452962306371,-1.3321449328167743
2017-06-02,-1.0045772923239922,-1.3620706544426662,-1.3183354194644872
2017-06-05,-0.9443778872071393,-1.321781573997082,-1.2861670658465951
2017-06-06,-0.9531042313795696,-1.3126180802335552,-1.2747405337256075
2017-06-07,-0.9463777745752783,-1.2989650470724314,-1.2763122184350149
2017-06-08,-0.9639415072755828,-1.2882257907551304,-1.2574488215609507
2017-06-09,-0.9698184529088388,-1.2897549497764162,-1.2533314402294435
2017-06-12,-0.9799794548732663,-1.2994469770120372,-1.2683103603142727
2017-06-13,-0.9960801088245017,-1.2958446791532312,-1.2547473047243491
2017-06-14,-0.9644586090677357,-1.213768584807977,-1.2236523391037688
2017-06-15,-0.9650146190454337,-1.2045871411264302,-1.2244162486454793
2017-06-16,-1.0088825521120643,-1.2301525949396093,-1.2456322014830654
2017-06-19,-0.9644894098946973,-1.1869804053373452,-1.24187906064615
2017-06-20,-0.9482677670689024,-1.1814562547878593,-1.2611799510791815
2017-06-21,-0.9583470989599595,-1.1847766683650132,-1.279002919540516
2017-06-22,-0.9785754857722654,-1.1736858725033592,-1.2613080607807752
2017-06-23,-0.9796986048865511,-1.1823921497198697,-1.284824183309366
2017-06-26,-0.9747948595659801,-1.177262672041961,-1.28384007348157
2017-06-27,-1.0166587608631328,-1.1809352250747573,-1.2729282049543549
2017-06-28,-1.0427993261592396,-1.1640903149734683,-1.2541023624922307
2017-06-29,-1.0529474549256173,-1.162037161351165,-1.2517778846444618
2017-06-30,-1.056057004653527,-1.1654292825197023,-1.2172986105398969
2017-07-03,-1.0667870312541645,-1.1747643915491608,-1.2558847510637519
2017-07-04,-1.012734206573553,-1.1449722422396154,-1.2718538957397534
2017-07-05,-0.9853900087200044,-1.0915873458954537,-1.2584931566579014
2017-07-06,-1.0013979777016755,-1.0982717359657357,-1.268876313690243
2017-07-07,-1.011355677426438,-1.0906548726853986,-1.2577563432144565
2017-07-10,-1.0071917076255972,-1.0918690055513545,-1.2557612154425042
2017-07-11,-1.0024514626896892,-1.0884765268998176,-1.2410346942120822
2017-07-12,-1.046666197518238,-1.0979199680608371,-1.227819021603236
2017-07-13,-0.9736514051771918,-1.0547364175494214,-1.1884681139122697
2017-07-14,-1.0000202195729366,-1.0726315807517572,-1.2203865591804537
2017-07-17,-1.1315823441446238,-1.0872997473266073,-1.1604242291015776
2017-07-18,-1.1343972149637884,-1.0828288199984182,-1.1502366505783568
2017-07-19,-1.1447499602240585,-1.0530993527289356,-1.0616229157254997
2017-07-20,-1.1439363238869333,-1.0588054304599523,-1.0798486366823234
2017-07-21,-1.1047374057260424,-1.019134767830353,-1.0789104395652338
2017-07-24,-1.0777280724739404,-1.0165796627451993,-1.0993624535497253
2017-07-25,-1.0709378146654827,-1.0060429465201928,-1.092519143807843
2017-07-26,-1.0884747878450487,-1.0045520707372493,-1.0780282494305176
2017-07-27,-1.1158625927849004,-1.0147245392071966,-1.0786937391849882
2017-07-28,-1.1287893505189723,-1.0204939970013522,-1.0808771066375626
2017-07-31,-1.1273021595334463,-1.024236729762968,-1.058932413979581
2017-08-01,-1.0983060131948468,-0.9745614763819417,-1.0268823278793502
2017-08-02,-1.115633355262257,-0.9724081386952085,-1.0219586209442328
2017-08-03,-1.0511162115963235,-0.9222276995942533,-1.0013489910132292
2017-08-04,-1.0084021360142903,-0.9012141530669808,-1.006746038072767
2017-08-07,-1.0293046359401308,-0.905646676560087,-0.9954889346888761
2017-08-08,-1.0688645193002255,-0.9529344420585332,-1.027988628125473
2017-08-09,-1.0536751120314738,-0.9390762068320632,-1.0024633371423903
2017-08-10,-1.0517435082026028,-0.9332245951822823,-1.0054078801033908
2017-08-11,-0.994360109694873,-0.8760645443510579,-0.9573015306845436
2017-08-14,-1.0204853336926636,-0.8715337007031122,-0.951782087803789
